origpathname,unitid,format,licenseuri,fileuri,scientificname,typifiedname,family,subfamily,genus,species,subspecies,zoogeoregion,countrycode,country,province,station,eventdate,view
"Scarabaeidae, Scarabaeinae/Canthonini/Epilissus splendidus 22281cz86.jpg",3647,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3647.jpg,Epilissus splendidus,Epilissus splendidus,Scarabaeidae,Scarabaeinae,Epilissus,splendidus,,AT,MG,Madagascar,,"Maroantsetra, Antongil Bay ",1946,Dorsal
"Scarabaeidae, Scarabaeinae/Canthonini/Eudinopus dysticoides 21931cz36.jpg",3648,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3648.jpg,Eudinopus dysticoides,Eudinopus dysticoides,Scarabaeidae,Scarabaeinae,Eudinopus,dysticoides,,NT,BR,Brazil,,,,Dorsal
"Scarabaeidae, Scarabaeinae/Canthonini/Eudinopus dysticoides 21963cz72.jpg",3649,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3649.jpg,Eudinopus dysticoides,Eudinopus dysticoides,Scarabaeidae,Scarabaeinae,Eudinopus,dysticoides,,NT,BR,Brazil,,,,Lateral
"Scarabaeidae, Scarabaeinae/Canthonini/Eurysternum pectoralis 22247CZ51.jpg",3650,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3650.jpg,Eurysternum pectoralis,Eurysternum pectoralis,Scarabaeidae,Scarabaeinae,Eurysternum,pectoralis,,NT,EC,Ecuador,,,1907,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius bradshawi 27383cz91.jpg",3651,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3651.jpg,Catharsius bradshawi,Catharsius bradshawi,Scarabaeidae,Scarabaeinae,Catharsius,bradshawi,,AT,MZ,Mozambique,Zambezia,,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius bradshawi 27397cz11.jpg",3652,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3652.jpg,Catharsius bradshawi,Catharsius bradshawi,Scarabaeidae,Scarabaeinae,Catharsius,bradshawi,,AT,MZ,Mozambique,Zambezia,,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius bradshawi 27412cz16.jpg",3653,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3653.jpg,Catharsius bradshawi,Catharsius bradshawi,Scarabaeidae,Scarabaeinae,Catharsius,bradshawi,,AT,MZ,Mozambique,Zambezia,,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius bradshawi 27417cz23.jpg",3654,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3654.jpg,Catharsius bradshawi,Catharsius bradshawi,Scarabaeidae,Scarabaeinae,Catharsius,bradshawi,,AT,MZ,Mozambique,Zambezia,,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius bradshawi 27424cz28.jpg",3655,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3655.jpg,Catharsius bradshawi,Catharsius bradshawi,Scarabaeidae,Scarabaeinae,Catharsius,bradshawi,,AT,MZ,Mozambique,Zambezia,,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius dux 27470cz76.jpg",3656,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3656.jpg,Catharsius dux,Catharsius dux,Scarabaeidae,Scarabaeinae,Catharsius,dux,,AT,CD,"Congo, The Democratic Republic of the",Orientale,Bambesa,15/03/1938,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius dux 27477cz83.jpg",3657,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3657.jpg,Catharsius dux,Catharsius dux,Scarabaeidae,Scarabaeinae,Catharsius,dux,,AT,CD,"Congo, The Democratic Republic of the",Orientale,Bambesa,15/03/1938,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius dux 27484cz93.jpg",3658,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3658.jpg,Catharsius dux,Catharsius dux,Scarabaeidae,Scarabaeinae,Catharsius,dux,,AT,CD,"Congo, The Democratic Republic of the",Orientale,Bambesa,15/03/1938,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius dux 27494cz01.jpg",3659,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3659.jpg,Catharsius dux,Catharsius dux,Scarabaeidae,Scarabaeinae,Catharsius,dux,,AT,CD,"Congo, The Democratic Republic of the",Orientale,Bambesa,15/03/1938,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius heros 27353cz58.jpg",3660,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3660.jpg,Catharsius heros,Catharsius heros,Scarabaeidae,Scarabaeinae,Catharsius,heros,,AT,BW,Botswana,Kalahari,Lake Ngami ,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius heros 27359cz64.jpg",3661,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3661.jpg,Catharsius heros,Catharsius heros,Scarabaeidae,Scarabaeinae,Catharsius,heros,,AT,BW,Botswana,Kalahari,Lake Ngami ,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius heros 27365cz70.jpg",3662,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3662.jpg,Catharsius heros,Catharsius heros,Scarabaeidae,Scarabaeinae,Catharsius,heros,,AT,BW,Botswana,Kalahari,Lake Ngami ,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius heros 27371cz76.jpg",3663,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3663.jpg,Catharsius heros,Catharsius heros,Scarabaeidae,Scarabaeinae,Catharsius,heros,,AT,BW,Botswana,Kalahari,Lake Ngami ,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius heros 27377cz82.jpg",3664,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3664.jpg,Catharsius heros,Catharsius heros,Scarabaeidae,Scarabaeinae,Catharsius,heros,,AT,BW,Botswana,Kalahari,Lake Ngami ,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius obtusicornis 27502cz09.jpg",3665,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3665.jpg,Catharsius obtusicornis,Catharsius obtusicornis,Scarabaeidae,Scarabaeinae,Catharsius,obtusicornis,,AT,CD,"Congo, The Democratic Republic of the",Orientale,Bambesa,11/1937,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius obtusicornis 27510cz20JPG.jpg",3666,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3666.jpg,Catharsius obtusicornis,Catharsius obtusicornis,Scarabaeidae,Scarabaeinae,Catharsius,obtusicornis,,AT,CD,"Congo, The Democratic Republic of the",Orientale,Bambesa,11/1937,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius obtusicornis 27521cz28.jpg",3667,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3667.jpg,Catharsius obtusicornis,Catharsius obtusicornis,Scarabaeidae,Scarabaeinae,Catharsius,obtusicornis,,AT,CD,"Congo, The Democratic Republic of the",Orientale,Bambesa,11/1937,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius obtusicornis 27529cz35.jpg",3668,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3668.jpg,Catharsius obtusicornis,Catharsius obtusicornis,Scarabaeidae,Scarabaeinae,Catharsius,obtusicornis,,AT,CD,"Congo, The Democratic Republic of the",Orientale,Bambesa,11/1937,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius phidias 2435cz42.jpg",3669,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3669.jpg,Catharsius phidias,Catharsius phidias,Scarabaeidae,Scarabaeinae,Catharsius,phidias,,AT,SN,Senegal,,,,Lateral Head
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius phidias 27429cz34.jpg",3670,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3670.jpg,Catharsius phidias,Catharsius phidias,Scarabaeidae,Scarabaeinae,Catharsius,phidias,,AT,SN,Senegal,,,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius phidias 27443cz49.jpg",3671,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3671.jpg,Catharsius phidias,Catharsius phidias,Scarabaeidae,Scarabaeinae,Catharsius,phidias,,AT,SN,Senegal,,,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius phidias 27450cz55.jpg",3672,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3672.jpg,Catharsius phidias,Catharsius phidias,Scarabaeidae,Scarabaeinae,Catharsius,phidias,,AT,SN,Senegal,,,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius phidias 27456cz61.jpg",3673,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3673.jpg,Catharsius phidias,Catharsius phidias,Scarabaeidae,Scarabaeinae,Catharsius,phidias,,AT,SN,Senegal,,,,Lateral Head
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius satyrus 27462cz69.jpg",3674,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3674.jpg,Catharsius satyrus,Catharsius satyrus,Scarabaeidae,Scarabaeinae,Catharsius,satyrus,,AT,TZ,"Tanzania, United Republic of ",Konde-Unyika ,North Lake Nyassa,01/1900,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius satyrus 27636cz43.jpg",3675,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3675.jpg,Catharsius satyrus,Catharsius satyrus,Scarabaeidae,Scarabaeinae,Catharsius,satyrus,,AT,TZ,"Tanzania, United Republic of ",Konde-Unyika ,North Lake Nyassa,01/1900,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius sesostris 27332cz40.jpg",3676,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3676.jpg,Catharsius sesostris,Catharsius sesostris,Scarabaeidae,Scarabaeinae,Catharsius,sesostris,,AT,CD,"Congo, The Democratic Republic of the",Albert National Park (=Virunga National Park),,20/11/1934,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius sesostris 27341cz46.jpg",3677,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3677.jpg,Catharsius sesostris,Catharsius sesostris,Scarabaeidae,Scarabaeinae,Catharsius,sesostris,,AT,CD,"Congo, The Democratic Republic of the",Albert National Park (=Virunga National Park),,20/11/1934,Lateral Head
"Scarabaeidae, Scarabaeinae/Coprini/Catharsius sesostris 27347cz51.jpg",3678,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3678.jpg,Catharsius sesostris,Catharsius sesostris,Scarabaeidae,Scarabaeinae,Catharsius,sesostris,,AT,CD,"Congo, The Democratic Republic of the",Albert National Park (=Virunga National Park),,19/10/1933,Lateral Head
"Scarabaeidae, Scarabaeinae/Coprini/Copris armatus 27536cz46.jpg",3679,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3679.jpg,Copris armatus,Copris armatus,Scarabaeidae,Scarabaeinae,Copris,armatus,,NT,CR,Costa Rica,San José,Cerro Tablazo,09/1906,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Copris armatus 27547cz55.jpg",3680,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3680.jpg,Copris armatus,Copris armatus,Scarabaeidae,Scarabaeinae,Copris,armatus,,NT,CR,Costa Rica,San José,Cerro Tablazo,09/1906,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Copris armatus 27556cz63.jpg",3681,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3681.jpg,Copris armatus,Copris armatus,Scarabaeidae,Scarabaeinae,Copris,armatus,,NT,CR,Costa Rica,San José,Cerro Tablazo,09/1906,Lateral Head
"Scarabaeidae, Scarabaeinae/Coprini/Copris dracunculus 27564cz73.jpg",3682,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3682.jpg,Copris dracunculus,Copris dracunculus,Scarabaeidae,Scarabaeinae,Copris,dracunculus,,AT,CD,"Congo, The Democratic Republic of the",Upemba National Park ,"Lusinga, 1585m",30/11/1948,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Copris dracunculus 27574cz82.jpg",3683,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3683.jpg,Copris dracunculus,Copris dracunculus,Scarabaeidae,Scarabaeinae,Copris,dracunculus,,AT,CD,"Congo, The Democratic Republic of the",Upemba National Park ,"Lusinga, 1585m",30/11/1948,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Copris dracunculus 27583cz89.jpg",3684,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3684.jpg,Copris dracunculus,Copris dracunculus,Scarabaeidae,Scarabaeinae,Copris,dracunculus,,AT,CD,"Congo, The Democratic Republic of the",Upemba National Park ,"Lusinga, 1760m",12/1947,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Copris dracunculus 27590cz95.jpg",3685,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3685.jpg,Copris dracunculus,Copris dracunculus,Scarabaeidae,Scarabaeinae,Copris,dracunculus,,AT,CD,"Congo, The Democratic Republic of the",Upemba National Park ,"Lusinga, 1760m",12/1947,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Copris laius 27596cz05.jpg",3686,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3686.jpg,Copris laius,Copris laius,Scarabaeidae,Scarabaeinae,Copris,laius,,AT,GW,Guinea-Bissau,,Rio Geba,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Copris laius 27606cz14.jpg",3687,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3687.jpg,Copris laius,Copris laius,Scarabaeidae,Scarabaeinae,Copris,laius,,AT,GW,Guinea-Bissau,,Rio Geba,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Copris laius 27615cz22.jpg",3688,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3688.jpg,Copris laius,Copris laius,Scarabaeidae,Scarabaeinae,Copris,laius,,AT,GW,Guinea-Bissau,,Rio Geba,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Copris laius 27623cz29.jpg",3689,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3689.jpg,Copris laius,Copris laius,Scarabaeidae,Scarabaeinae,Copris,laius,,AT,GW,Guinea-Bissau,,Rio Geba,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Copris megaceratoides 27644cz55.jpg",3690,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3690.jpg,Copris megaceratoides,Copris megaceratoides,Scarabaeidae,Scarabaeinae,Copris,megaceratoides,,AT,CD,"Congo, The Democratic Republic of the",Garamba National Park,,10/1951,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Copris megaceratoides 27656cz68.jpg",3691,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3691.jpg,Copris megaceratoides,Copris megaceratoides,Scarabaeidae,Scarabaeinae,Copris,megaceratoides,,AT,CD,"Congo, The Democratic Republic of the",Garamba National Park,,10/1951,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Copris megaceratoides 27669cz81.jpg",3692,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3692.jpg,Copris megaceratoides,Copris megaceratoides,Scarabaeidae,Scarabaeinae,Copris,megaceratoides,,AT,CD,"Congo, The Democratic Republic of the",Garamba National Park,,10/1951,Frontal
"Scarabaeidae, Scarabaeinae/Coprini/Copris megaceratoides 27682cz89.jpg",3693,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3693.jpg,Copris megaceratoides,Copris megaceratoides,Scarabaeidae,Scarabaeinae,Copris,megaceratoides,,AT,CD,"Congo, The Democratic Republic of the",Garamba National Park,,10/1951,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Copris megaceratoides 27690cz98.jpg",3694,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3694.jpg,Copris megaceratoides,Copris megaceratoides,Scarabaeidae,Scarabaeinae,Copris,megaceratoides,,AT,CD,"Congo, The Democratic Republic of the",Garamba National Park,,10/1951,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Copris moffartsi 27699cz03.jpg",3695,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3695.jpg,Copris moffartsi,Copris moffartsi,Scarabaeidae,Scarabaeinae,Copris,moffartsi,,AT,CD,"Congo, The Democratic Republic of the",Garamba National Park,,09/1952,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Copris moffartsi 27704cz11.jpg",3696,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3696.jpg,Copris moffartsi,Copris moffartsi,Scarabaeidae,Scarabaeinae,Copris,moffartsi,,AT,CD,"Congo, The Democratic Republic of the",Garamba National Park,,09/1952,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Copris moffartsi 27712cz17.jpg",3697,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3697.jpg,Copris moffartsi,Copris moffartsi,Scarabaeidae,Scarabaeinae,Copris,moffartsi,,AT,CD,"Congo, The Democratic Republic of the",Garamba National Park,,09/1952,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Copris moffartsi 27718cz26.jpg",3698,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3698.jpg,Copris moffartsi,Copris moffartsi,Scarabaeidae,Scarabaeinae,Copris,moffartsi,,AT,CD,"Congo, The Democratic Republic of the",Garamba National Park,,09/1952,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris andersoni 23187cz94.jpg",3699,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3699.jpg,Heliocopris andersoni,Heliocopris andersoni,Scarabaeidae,Scarabaeinae,Heliocopris,andersoni,,AT,,,Caffreria,,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris andersoni 23195cz04.jpg",3700,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3700.jpg,Heliocopris andersoni,Heliocopris andersoni,Scarabaeidae,Scarabaeinae,Heliocopris,andersoni,,AT,,,Caffreria,,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris andersoni 23205cz13.jpg",3701,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3701.jpg,Heliocopris andersoni,Heliocopris andersoni,Scarabaeidae,Scarabaeinae,Heliocopris,andersoni,,AT,,,Caffreria,,,Frontal
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris andersoni 23214cz18.jpg",3702,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3702.jpg,Heliocopris andersoni,Heliocopris andersoni,Scarabaeidae,Scarabaeinae,Heliocopris,andersoni,,AT,,,Caffreria,,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris andersoni 23225cz33.jpg",3703,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3703.jpg,Heliocopris andersoni,Heliocopris andersoni,Scarabaeidae,Scarabaeinae,Heliocopris,andersoni,,AT,CD,"Congo, The Democratic Republic of the",,Moliro,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris andersoni 23234cz39.jpg",3704,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3704.jpg,Heliocopris andersoni,Heliocopris andersoni,Scarabaeidae,Scarabaeinae,Heliocopris,andersoni,,AT,TZ,"Tanzania, United Republic of ",Tanganyika Territory ,,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris andersoni 23240cz46.jpg",3705,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3705.jpg,Heliocopris andersoni,Heliocopris andersoni,Scarabaeidae,Scarabaeinae,Heliocopris,andersoni,,AT,TZ,"Tanzania, United Republic of ",Tanganyika Territory ,,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris andersoni 23247cz51.jpg",3706,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3706.jpg,Heliocopris andersoni,Heliocopris andersoni,Scarabaeidae,Scarabaeinae,Heliocopris,andersoni,,AT,TZ,"Tanzania, United Republic of ",Tanganyika Territory ,,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris andersoni 23252cz59.jpg",3707,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3707.jpg,Heliocopris andersoni,Heliocopris andersoni,Scarabaeidae,Scarabaeinae,Heliocopris,andersoni,,AT,CD,"Congo, The Democratic Republic of the",,Moliro,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris corniculatus 27960cz66.jpg",3708,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3708.jpg,Heliocopris corniculatus,Heliocopris corniculatus,Scarabaeidae,Scarabaeinae,Heliocopris,corniculatus,,AT,ZW,Zimbabwe,Mashonaland,Salisbury,1900,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris corniculatus 27967cz74.jpg",3709,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3709.jpg,Heliocopris corniculatus,Heliocopris corniculatus,Scarabaeidae,Scarabaeinae,Heliocopris,corniculatus,,AT,ZW,Zimbabwe,Mashonaland,Salisbury,1900,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris felschei 27919cz27.jpg",3710,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3710.jpg,Heliocopris felschei,Heliocopris felschei,Scarabaeidae,Scarabaeinae,Heliocopris,felschei,,AT,TZ,"Tanzania, United Republic of ",Mbeya,Manow,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris felschei 27928cz40.jpg",3711,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3711.jpg,Heliocopris felschei,Heliocopris felschei,Scarabaeidae,Scarabaeinae,Heliocopris,felschei,,AT,TZ,"Tanzania, United Republic of ",Mbeya,Manow,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris gigas 21855cz64.jpg",3712,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3712.jpg,Heliocopris gigas,Heliocopris gigas,Scarabaeidae,Scarabaeinae,Heliocopris,gigas,,PA,EG,Egypt,,,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris gigas 21865cz75.jpg",3713,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3713.jpg,Heliocopris gigas,Heliocopris gigas,Scarabaeidae,Scarabaeinae,Heliocopris,gigas,,PA,EG,Egypt,,,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris gigas 21876cz88.jpg",3714,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3714.jpg,Heliocopris gigas,Heliocopris gigas,Scarabaeidae,Scarabaeinae,Heliocopris,gigas,,PA,EG,Egypt,,,,Frontal
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris gigas 21889CZ97.jpg",3715,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3715.jpg,Heliocopris gigas,Heliocopris gigas,Scarabaeidae,Scarabaeinae,Heliocopris,gigas,,PA,EG,Egypt,,,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris gigas 21898CZ02.jpg",3716,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3716.jpg,Heliocopris gigas,Heliocopris gigas,Scarabaeidae,Scarabaeinae,Heliocopris,gigas,,PA,EG,Egypt,,,,Lateral Head
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris gigas 21937cz39.jpg",3717,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3717.jpg,Heliocopris gigas,Heliocopris gigas,Scarabaeidae,Scarabaeinae,Heliocopris,gigas,,PA,EG,Egypt,,,,Ventral
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris gigas 21946cz53.jpg",3718,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3718.jpg,Heliocopris gigas,Heliocopris gigas,Scarabaeidae,Scarabaeinae,Heliocopris,gigas,,PA,EG,Egypt,,,,Lateral Head
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris gigas 21954cz59.jpg",3719,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3719.jpg,Heliocopris gigas,Heliocopris gigas,Scarabaeidae,Scarabaeinae,Heliocopris,gigas,,PA,EG,Egypt,,,,Dorsal
