origpathname,unitid,format,licenseuri,fileuri,scientificname,typifiedname,family,subfamily,genus,species,subspecies,zoogeoregion,countrycode,country,province,station,eventdate,view
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris haroldi 31588cz94.jpg",3720,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3720.jpg,Heliocopris haroldi,Heliocopris haroldi,Scarabaeidae,Scarabaeinae,Heliocopris,haroldi,,AT,CD,"Congo, The Democratic Republic of the",,Kindu,1925,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris haroldi 31595cz00.jpg",3721,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3721.jpg,Heliocopris haroldi,Heliocopris haroldi,Scarabaeidae,Scarabaeinae,Heliocopris,haroldi,,AT,CD,"Congo, The Democratic Republic of the",,Kindu,1925,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris haroldi 31601cz11.jpg",3722,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3722.jpg,Heliocopris haroldi,Heliocopris haroldi,Scarabaeidae,Scarabaeinae,Heliocopris,haroldi,,AT,CD,"Congo, The Democratic Republic of the",,Kindu,1925,Frontal
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris hunteri 27941cz49.jpg",3723,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3723.jpg,Heliocopris hunteri,Heliocopris hunteri,Scarabaeidae,Scarabaeinae,Heliocopris,hunteri,,AT,KE,Kenya,,,,Lateral Head
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris hunteri 27950cz59.jpg",3724,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3724.jpg,Heliocopris hunteri,Heliocopris hunteri,Scarabaeidae,Scarabaeinae,Heliocopris,hunteri,,AT,KE,Kenya,,,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris midas 23317cz19.jpg",3725,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3725.jpg,Heliocopris midas,Heliocopris midas,Scarabaeidae,Scarabaeinae,Heliocopris,midas,,OL,,,,,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris midas 23320cz27.jpg",3726,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3726.jpg,Heliocopris midas,Heliocopris midas,Scarabaeidae,Scarabaeinae,Heliocopris,midas,,OL,,,,,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris midas 23328cz36.jpg",3727,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3727.jpg,Heliocopris midas,Heliocopris midas,Scarabaeidae,Scarabaeinae,Heliocopris,midas,,OL,,,,,,Frontal
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris midas 23337cz41.jpg",3728,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3728.jpg,Heliocopris midas,Heliocopris midas,Scarabaeidae,Scarabaeinae,Heliocopris,midas,,OL,,,,,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris midas 23337cz41a.jpg",3729,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3729.jpg,Heliocopris midas,Heliocopris midas,Scarabaeidae,Scarabaeinae,Heliocopris,midas,,OL,,,,,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris pirmal 23283cz85.jpg",3730,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3730.jpg,Heliocopris pirmal,Heliocopris pirmal,Scarabaeidae,Scarabaeinae,Heliocopris,pirmal,,AT,ZA,South Africa,Cape Province ,,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris pirmal 23292cz98.jpg",3731,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3731.jpg,Heliocopris pirmal,Heliocopris pirmal,Scarabaeidae,Scarabaeinae,Heliocopris,pirmal,,AT,ZA,South Africa,Cape Province ,,,Lateral Head
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris pirmal 23299cz04.jpg",3732,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3732.jpg,Heliocopris pirmal,Heliocopris pirmal,Scarabaeidae,Scarabaeinae,Heliocopris,pirmal,,AT,ZA,South Africa,Cape Province ,,,Frontal
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris pirmal 23305cz10.jpg",3733,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3733.jpg,Heliocopris pirmal,Heliocopris pirmal,Scarabaeidae,Scarabaeinae,Heliocopris,pirmal,,AT,ZA,South Africa,Cape Province ,,,Lateral Head
"Scarabaeidae, Scarabaeinae/Coprini/Heliocopris pirmal 23311cz16.jpg",3734,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3734.jpg,Heliocopris pirmal,Heliocopris pirmal,Scarabaeidae,Scarabaeinae,Heliocopris,pirmal,,AT,ZA,South Africa,Cape Province ,,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Holocephalus eridanus 23125cz29.jpg",3735,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3735.jpg,Holocephalus eridanus,Holocephalus eridanus,Scarabaeidae,Scarabaeinae,Holocephalus,eridanus,,NT,BR,Brazil,,,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Holocephalus eridanus 23130cz33.jpg",3736,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3736.jpg,Holocephalus eridanus,Holocephalus eridanus,Scarabaeidae,Scarabaeinae,Holocephalus,eridanus,,NT,BR,Brazil,,,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Homalocopris tmolus 23182cz86.jpg",3737,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3737.jpg,Homalocopris tmolus,Homalocopris tmolus,Scarabaeidae,Scarabaeinae,Homalocopris,tmolus,,PA,,,Turkestan,,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus achamas 27756cz63.jpg",3738,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3738.jpg,Pinotus achamas,Pinotus achamas,Scarabaeidae,Scarabaeinae,Pinotus,achamas,,NT,,,,,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus agesilaus 27764cz73.jpg",3739,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3739.jpg,Pinotus agesilaus,Pinotus agesilaus,Scarabaeidae,Scarabaeinae,Pinotus,agesilaus,,NT,BR,Brazil,Paraná ,Palmeira ,1890,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus alyathes 27774cz81.jpg",3740,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3740.jpg,Pinotus alyathes,Pinotus alyathes,Scarabaeidae,Scarabaeinae,Pinotus,alyathes,,NT,EC,Ecuador,,,,Lateral Head
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus buqueti 23140cz48.jpg",3741,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3741.jpg,Pinotus buqueti,Pinotus buqueti,Scarabaeidae,Scarabaeinae,Pinotus,buqueti,,NT,BR,Brazil,,,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus buqueti 23149cz57.jpg",3742,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3742.jpg,Pinotus buqueti,Pinotus buqueti,Scarabaeidae,Scarabaeinae,Pinotus,buqueti,,NT,BR,Brazil,,,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus buqueti 23158cz65.jpg",3743,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3743.jpg,Pinotus buqueti,Pinotus buqueti,Scarabaeidae,Scarabaeinae,Pinotus,buqueti,,NT,BR,Brazil,,,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus buqueti 23166cz72.jpg",3744,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3744.jpg,Pinotus buqueti,Pinotus buqueti,Scarabaeidae,Scarabaeinae,Pinotus,buqueti,,NT,BR,Brazil,,,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus carolinus 27782cz89.jpg",3745,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3745.jpg,Pinotus carolinus,Pinotus carolinus,Scarabaeidae,Scarabaeinae,Pinotus,carolinus,,NT,HN,Honduras,,Gracias,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus carolinus 27790cz95.jpg",3746,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3746.jpg,Pinotus carolinus,Pinotus carolinus,Scarabaeidae,Scarabaeinae,Pinotus,carolinus,,NT,HN,Honduras,,Gracias,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus compressicollis 27843cz49.jpg",3747,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3747.jpg,Pinotus compressicollis,Pinotus compressicollis,Scarabaeidae,Scarabaeinae,Pinotus,compressicollis,,NT,,,,,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus compressicollis 27850cz56.jpg",3748,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3748.jpg,Pinotus compressicollis,Pinotus compressicollis,Scarabaeidae,Scarabaeinae,Pinotus,compressicollis,,NT,,,,,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus cotopaxi 27796cz01.jpg",3749,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3749.jpg,Pinotus cotopaxi,Pinotus cotopaxi,Scarabaeidae,Scarabaeinae,Pinotus,cotopaxi,,NT,EC,Ecuador,Loja,Loja,,Lateral Head
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus cotopaxi 27802cz09.jpg",3750,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3750.jpg,Pinotus cotopaxi,Pinotus cotopaxi,Scarabaeidae,Scarabaeinae,Pinotus,cotopaxi,,NT,EC,Ecuador,Loja,Loja,,Lateral Head
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus diabolicus 27865cz75.jpg",3751,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3751.jpg,Pinotus diabolicus,Pinotus diabolicus,Scarabaeidae,Scarabaeinae,Pinotus,diabolicus,,NT,PE,Peru,,Chanchamays,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus diabolicus 27876cz85.jpg",3752,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3752.jpg,Pinotus diabolicus,Pinotus diabolicus,Scarabaeidae,Scarabaeinae,Pinotus,diabolicus,,NT,PE,Peru,,Chanchamays,,Lateral
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus diabolicus 27886cz94.jpg",3753,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3753.jpg,Pinotus diabolicus,Pinotus diabolicus,Scarabaeidae,Scarabaeinae,Pinotus,diabolicus,,NT,PE,Peru,,Chanchamays,,Frontal
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus fimbriatus 27895cz99.jpg",3754,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3754.jpg,Pinotus fimbriatus,Pinotus fimbriatus,Scarabaeidae,Scarabaeinae,Pinotus,fimbriatus,,NT,BR,Brazil,São Paulo ,Ipiranga,07/1933,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus monstrosus 27900cz10.jpg",3755,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3755.jpg,Pinotus monstrosus,Pinotus monstrosus,Scarabaeidae,Scarabaeinae,Pinotus,monstrosus,,NT,EC,Ecuador,Morona-Santiago ,Macas,,Dorsal
"Scarabaeidae, Scarabaeinae/Coprini/Pinotus monstrosus 27911cz18.jpg",3756,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3756.jpg,Pinotus monstrosus,Pinotus monstrosus,Scarabaeidae,Scarabaeinae,Pinotus,monstrosus,,NT,EC,Ecuador,Morona-Santiago ,Macas,,Lateral
"Scarabaeidae, Scarabaeinae/Eucraniini/Amomiopsis auritum 22423cz28.jpg",3757,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3757.jpg,Amomiopsis auritum,Amomiopsis auritum,Scarabaeidae,Scarabaeinae,Amomiopsis,auritum,,NT,AR,Argentina,Salta,Cafayate,,Dorsal
"Scarabaeidae, Scarabaeinae/Eucraniini/Amomiopsis auritum 22429cz36.jpg",3758,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3758.jpg,Amomiopsis auritum,Amomiopsis auritum,Scarabaeidae,Scarabaeinae,Amomiopsis,auritum,,NT,AR,Argentina,Salta,Cafayate,,Lateral
"Scarabaeidae, Scarabaeinae/Eucraniini/Amomiopsis furciferum 22416cz22.jpg",3759,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3759.jpg,Amomiopsis furciferum,Amomiopsis furciferum,Scarabaeidae,Scarabaeinae,Amomiopsis,furciferum,,NT,CL,Chile,,,,Dorsal
"Scarabaeidae, Scarabaeinae/Eucraniini/Eucranium arachnoides 22404cz10.jpg",3760,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3760.jpg,Eucranium arachnoides,Eucranium arachnoides,Scarabaeidae,Scarabaeinae,Eucranium,arachnoides,,NT,AR,Argentina,Patagonia,,,Dorsal
"Scarabaeidae, Scarabaeinae/Eucraniini/Eucranium arachnoides 22411cz15.jpg",3761,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3761.jpg,Eucranium arachnoides,Eucranium arachnoides,Scarabaeidae,Scarabaeinae,Eucranium,arachnoides,,NT,AR,Argentina,Patagonia,,,Lateral
"Scarabaeidae, Scarabaeinae/Eucraniini/Eucranium arachnoides 27727cz33.JPG",3762,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3762.jpg,Eucranium arachnoides,Eucranium arachnoides,Scarabaeidae,Scarabaeinae,Eucranium,arachnoides,,NT,AR,Argentina,Catamarca,,,Dorsal
"Scarabaeidae, Scarabaeinae/Eucraniini/Eucranium dentifrons 27740cz44.jpg",3763,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3763.jpg,Eucranium dentifrons,Eucranium dentifrons,Scarabaeidae,Scarabaeinae,Eucranium,dentifrons,,NT,AR,Argentina,,,,Dorsal
"Scarabaeidae, Scarabaeinae/Eucraniini/Glyphoderus centralis 22437cz44.JPG",3764,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3764.jpg,Glyphoderus centralis,Glyphoderus centralis,Scarabaeidae,Scarabaeinae,Glyphoderus,centralis,,NT,AR,Argentina,Chaco,,,Dorsal
"Scarabaeidae, Scarabaeinae/Eucraniini/Glyphoderus centralis 22445cz54.jpg",3765,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3765.jpg,Glyphoderus centralis,Glyphoderus centralis,Scarabaeidae,Scarabaeinae,Glyphoderus,centralis,,NT,AR,Argentina,Chaco,,,Lateral
"Scarabaeidae, Scarabaeinae/Eucraniini/Glyphoderus centralis 22455cz66.jpg",3766,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3766.jpg,Glyphoderus centralis,Glyphoderus centralis,Scarabaeidae,Scarabaeinae,Glyphoderus,centralis,,NT,AR,Argentina,Chaco,,,Frontal
"Scarabaeidae, Scarabaeinae/Eucraniini/Glyphoderus centralis 22467cz77.jpg",3767,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3767.jpg,Glyphoderus centralis,Glyphoderus centralis,Scarabaeidae,Scarabaeinae,Glyphoderus,centralis,,NT,AR,Argentina,Chaco,,,Lateral
"Scarabaeidae, Scarabaeinae/Eucraniini/Glyphoderus centralis 22478cz85.jpg",3768,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3768.jpg,Glyphoderus centralis,Glyphoderus centralis,Scarabaeidae,Scarabaeinae,Glyphoderus,centralis,,NT,AR,Argentina,Chaco,,,Dorsal
"Scarabaeidae, Scarabaeinae/Eucraniini/Glyphoderus centralis 22486cz93.jpg",3769,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3769.jpg,Glyphoderus centralis,Glyphoderus centralis,Scarabaeidae,Scarabaeinae,Glyphoderus,centralis,,NT,AR,Argentina,Chaco,,,Lateral
"Scarabaeidae, Scarabaeinae/Gymnopleurini/Allogymnopleurus olivieri 22182cz86.jpg",3771,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3771.jpg,Allogymnopleurus olivieri,Allogymnopleurus olivieri,Scarabaeidae,Scarabaeinae,Allogymnopleurus,olivieri,,AT,SN,Senegal,,,,Dorsal
"Scarabaeidae, Scarabaeinae/Gymnopleurini/Allogymnopleurus spilotus 22171cz76.jpg",3772,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3772.jpg,Allogymnopleurus spilotus,Allogymnopleurus spilotus,Scarabaeidae,Scarabaeinae,Allogymnopleurus,spilotus,,OL,IN,India,Tamil Nadu,Cape Comorin (=Kanyakumari),1888,Dorsal
"Scarabaeidae, Scarabaeinae/Gymnopleurini/Garetta azureus 22146cz51.jpg",3773,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3773.jpg,Garetta azureus,Garetta azureus,Scarabaeidae,Scarabaeinae,Garetta,azureus,,AT,CM,Cameroon,,,,Dorsal
"Scarabaeidae, Scarabaeinae/Gymnopleurini/Garetta nitens 22166cz70.jpg",3774,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3774.jpg,Garetta nitens,Garetta nitens,Scarabaeidae,Scarabaeinae,Garetta,nitens,,AT,GN,Guinea,,,,Dorsal
"Scarabaeidae, Scarabaeinae/Gymnopleurini/Paragymnopleurus sinuatus 22087cz90.jpg",3775,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3775.jpg,Paragymnopleurus sinuatus,Paragymnopleurus sinuatus,Scarabaeidae,Scarabaeinae,Paragymnopleurus,sinuatus,,PA,TW,"Taiwan, Province of China",,,07/1937,Dorsal
"Scarabaeidae, Scarabaeinae/Onitini/Allonitis nasutus 23121cz24.jpg",3776,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3776.jpg,Allonitis nasutus,Allonitis nasutus,Scarabaeidae,Scarabaeinae,Allonitis,nasutus,,AT,CD,"Congo, The Democratic Republic of the",Orientale,Bambesa,05/04/1937,Dorsal
"Scarabaeidae, Scarabaeinae/Onitini/Heteronitis castelnaui 23039cz42.JPG",3777,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3777.jpg,Heteronitis castelnaui,Heteronitis castelnaui,Scarabaeidae,Scarabaeinae,Heteronitis,castelnaui,,AT,ZM,Zambia,,Mweru Wantipa,01/1945,Dorsal
"Scarabaeidae, Scarabaeinae/Onitini/Heteronitis castelnaui 23047cz51.jpg",3778,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3778.jpg,Heteronitis castelnaui,Heteronitis castelnaui,Scarabaeidae,Scarabaeinae,Heteronitis,castelnaui,,AT,ZM,Zambia,,Mweru Wantipa,01/1945,Prosternum
"Scarabaeidae, Scarabaeinae/Onitini/Heteronitis castelnaui 23052cz60.jpg",3779,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3779.jpg,Heteronitis castelnaui,Heteronitis castelnaui,Scarabaeidae,Scarabaeinae,Heteronitis,castelnaui,,AT,TZ,"Tanzania, United Republic of ",Rukwa,,15/12/1950,Lateral
"Scarabaeidae, Scarabaeinae/Onitini/Heteronitis castelnaui 23061cz66.jpg",3780,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3780.jpg,Heteronitis castelnaui,Heteronitis castelnaui,Scarabaeidae,Scarabaeinae,Heteronitis,castelnaui,,AT,TZ,"Tanzania, United Republic of ",Rukwa,,15/12/1950,Dorsal
"Scarabaeidae, Scarabaeinae/Onitini/Heteronitis castelnaui 23067cz74.jpg",3781,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3781.jpg,Heteronitis castelnaui,Heteronitis castelnaui,Scarabaeidae,Scarabaeinae,Heteronitis,castelnaui,,AT,TZ,"Tanzania, United Republic of ",Rukwa,,15/12/1950,Frontal
"Scarabaeidae, Scarabaeinae/Onitini/Heteronitis castelnaui 23075cz81.jpg",3782,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3782.jpg,Heteronitis castelnaui,Heteronitis castelnaui,Scarabaeidae,Scarabaeinae,Heteronitis,castelnaui,,AT,TZ,"Tanzania, United Republic of ",Rukwa,,15/12/1950,Dorsal Head
"Scarabaeidae, Scarabaeinae/Onitini/Heteronitis pauliani 23082cz89.jpg",3783,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3783.jpg,Heteronitis pauliani,Heteronitis pauliani,Scarabaeidae,Scarabaeinae,Heteronitis,pauliani,,AT,TD,Chad,Moyen-Chari ,Fort-Archambault (=Sarh),06/1904,Dorsal
"Scarabaeidae, Scarabaeinae/Onitini/Heteronitis pauliani 23090cz97.jpg",3784,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3784.jpg,Heteronitis pauliani,Heteronitis pauliani,Scarabaeidae,Scarabaeinae,Heteronitis,pauliani,,AT,TD,Chad,Moyen-Chari ,Fort-Archambault (=Sarh),06/1904,Dorsal Head
"Scarabaeidae, Scarabaeinae/Onitini/Heteronitis pauliani 23098cz05.jpg",3785,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3785.jpg,Heteronitis pauliani,Heteronitis pauliani,Scarabaeidae,Scarabaeinae,Heteronitis,pauliani,,AT,TD,Chad,Moyen-Chari ,Fort-Archambault (=Sarh),06/1904,Frontal
"Scarabaeidae, Scarabaeinae/Onitini/Heteronitis pauliani 23106cz11.jpg",3786,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3786.jpg,Heteronitis pauliani,Heteronitis pauliani,Scarabaeidae,Scarabaeinae,Heteronitis,pauliani,,AT,TD,Chad,Moyen-Chari ,Fort-Archambault (=Sarh),06/1904,Lateral
"Scarabaeidae, Scarabaeinae/Onitini/Heteronitis pauliani 23112cz20.jpg",3787,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3787.jpg,Heteronitis pauliani,Heteronitis pauliani,Scarabaeidae,Scarabaeinae,Heteronitis,pauliani,,AT,TD,Chad,Moyen-Chari ,Fort-Archambault (=Sarh),06/1904,Lateral
