filename,processed,interpreted_scientific_name
/home/nnoe/openup_images_source/Buprestidae/Steraspis squamosa 39785cz89.jpg,true,Steraspis squamosa
/home/nnoe/openup_images_source/Buprestidae/Sternocera boucardi 38435cz39 copie.jpg,true,Sternocera boucardi
/home/nnoe/openup_images_source/Buprestidae/Sternocera castanea basinigra 38327cz32.jpg,true,Sternocera castanea basinigra
/home/nnoe/openup_images_source/Buprestidae/Sternocera castanea basinigra 38334cz38.jpg,true,Sternocera castanea basinigra
/home/nnoe/openup_images_source/Buprestidae/Sternocera castanea irregularis 38430cz34.jpg,true,Sternocera castanea irregularis
/home/nnoe/openup_images_source/Buprestidae/Sternocera chrysis 38539cz43.jpg,true,Sternocera chrysis
/home/nnoe/openup_images_source/Buprestidae/Sternocera funebris 38544cz47.jpg,true,Sternocera funebris
/home/nnoe/openup_images_source/Buprestidae/Sternocera genrei 38384cz87.jpg,true,Sternocera genrei
/home/nnoe/openup_images_source/Buprestidae/Sternocera hildebrandti 38548cz51.jpg,true,Sternocera hildebrandti
/home/nnoe/openup_images_source/Buprestidae/Sternocera hunteri 38552cz55.jpg,true,Sternocera hunteri
/home/nnoe/openup_images_source/Buprestidae/Sternocera interrupta 38556cz59.jpg,true,Sternocera interrupta
/home/nnoe/openup_images_source/Buprestidae/Sternocera iris 38529cz38.jpg,true,Sternocera iris
/home/nnoe/openup_images_source/Buprestidae/Sternocera multipunctata 38560cz63.jpg,true,Sternocera multipunctata
/home/nnoe/openup_images_source/Buprestidae/Sternocera pulchra 38564cz67.jpg,true,Sternocera pulchra
/home/nnoe/openup_images_source/Buprestidae/Sternocera sternicornis auberti 38568cz74.jpg,true,Sternocera sternicornis auberti
/home/nnoe/openup_images_source/Buprestidae/Sternocera sternicornis auberti 38575cz78.jpg,true,Sternocera sternicornis auberti
/home/nnoe/openup_images_source/Buprestidae/Sternocera syriaca 38401cz09.jpg,true,Sternocera syriaca
/home/nnoe/openup_images_source/Buprestidae/Sternocera syriaca 38410cz18.jpg,true,Sternocera syriaca
/home/nnoe/openup_images_source/Buprestidae/Stigmodera carpentariae 40436cz40.jpg,true,Stigmodera carpentariae
/home/nnoe/openup_images_source/Buprestidae/Stigmodera elegans 41958cz61.jpg,true,Stigmodera elegans
/home/nnoe/openup_images_source/Buprestidae/Stigmodera elegans 41962cz65.jpg,true,Stigmodera elegans
/home/nnoe/openup_images_source/Buprestidae/Stigmodera gratiosa 41986cz91 copie.jpg,true,Stigmodera gratiosa
/home/nnoe/openup_images_source/Buprestidae/Stigmodera gratiosa 41992cz98.jpg,true,Stigmodera gratiosa
/home/nnoe/openup_images_source/Buprestidae/Stigmodera jacquinoti 41999cz05.jpg,true,Stigmodera jacquinoti
/home/nnoe/openup_images_source/Buprestidae/Stigmodera porosa 42006cz11.jpg,true,Stigmodera porosa
/home/nnoe/openup_images_source/Buprestidae/Stigmodera roei 42012cz18.jpg,true,Stigmodera roei
/home/nnoe/openup_images_source/Buprestidae/Stigmodera sanguinosa 42019cz24 copie.jpg,true,Stigmodera sanguinosa
/home/nnoe/openup_images_source/Buprestidae/Stigmodera tyrhena 41924cz27.jpg,true,Stigmodera tyrhena
/home/nnoe/openup_images_source/Buprestidae/Stigmodera varicollis 41970cz73.jpg,true,Stigmodera varicollis
/home/nnoe/openup_images_source/Buprestidae/Stigmodera varicollis.jpg,true,Stigmodera
/home/nnoe/openup_images_source/Buprestidae/Stigmodera walfordi 41928cz32 copie.jpg,true,Stigmodera walfordi
/home/nnoe/openup_images_source/Buprestidae/Tanzalinia psilopteroides 39807cz10.jpg,true,Tanzalinia psilopteroides
/home/nnoe/openup_images_source/Buprestidae/Tanzalinia psilopteroides 39811cz13.jpg,true,Tanzalinia psilopteroides
/home/nnoe/openup_images_source/Buprestidae/Themognatha affinis 40347cz50.jpg,true,Themognatha affinis
/home/nnoe/openup_images_source/Buprestidae/Themognatha affinis 40351cz55 copie.jpg,true,Themognatha affinis
/home/nnoe/openup_images_source/Buprestidae/Themognatha affinis 40356cz59.jpg,true,Themognatha affinis
/home/nnoe/openup_images_source/Buprestidae/Themognatha affinis 40360cz63.jpg,true,Themognatha affinis
/home/nnoe/openup_images_source/Buprestidae/Themognatha affinis 40364cz66.jpg,true,Themognatha affinis
/home/nnoe/openup_images_source/Buprestidae/Themognatha affinis 40378cz80.jpg,true,Themognatha affinis
/home/nnoe/openup_images_source/Buprestidae/Themognatha apicenigra 40367cz70.jpg,true,Themognatha apicenigra
/home/nnoe/openup_images_source/Buprestidae/Themognatha apicenigra 40371cz74.jpg,true,Themognatha apicenigra
/home/nnoe/openup_images_source/Buprestidae/Themognatha apicenigra 40375cz78.jpg,true,Themognatha apicenigra
/home/nnoe/openup_images_source/Buprestidae/Themognatha barbiventris 40381cz84.jpg,true,Themognatha barbiventris
/home/nnoe/openup_images_source/Buprestidae/Themognatha barbiventris 40399cz02.jpg,true,Themognatha barbiventris
/home/nnoe/openup_images_source/Buprestidae/Themognatha bonvouloiri 40385cz88.JPG,false
/home/nnoe/openup_images_source/Buprestidae/Themognatha bonvouloiri 40389cz93.jpg,true,Themognatha bonvouloiri
/home/nnoe/openup_images_source/Buprestidae/Themognatha bonvouloiri 40394cz98 copie.jpg,true,Themognatha bonvouloiri
/home/nnoe/openup_images_source/Buprestidae/Themognatha bonvouloiri 40394cz98.jpg,true,Themognatha bonvouloiri
/home/nnoe/openup_images_source/Buprestidae/Themognatha bonvouloiri 40403cz06.jpg,true,Themognatha bonvouloiri
/home/nnoe/openup_images_source/Buprestidae/Themognatha chevrolati 40477cz80.jpg,true,Themognatha chevrolati
/home/nnoe/openup_images_source/Buprestidae/Themognatha congener 40466cz71.jpg,true,Themognatha congener
/home/nnoe/openup_images_source/Buprestidae/Themognatha congener 40472cz76.jpg,true,Themognatha congener
/home/nnoe/openup_images_source/Buprestidae/Themognatha duponti 40493cz97.jpg,true,Themognatha duponti
/home/nnoe/openup_images_source/Buprestidae/Themognatha grandis 40512cz15.jpg,true,Themognatha grandis
/home/nnoe/openup_images_source/Buprestidae/Themognatha heros 40521cz24.jpg,true,Themognatha heros
/home/nnoe/openup_images_source/Buprestidae/Themognatha oleata 40548cz51.JPG,false
/home/nnoe/openup_images_source/Buprestidae/Themognatha pascoei 40589cz91.jpg,true,Themognatha pascoei
/home/nnoe/openup_images_source/Buprestidae/Themognatha praeterita 30575cz78.jpg,true,Themognatha praeterita
/home/nnoe/openup_images_source/Buprestidae/Themognatha praeterita 40579cz82.jpg,true,Themognatha praeterita
/home/nnoe/openup_images_source/Buprestidae/Themognatha sanguineocincta 41933cz38.jpg,true,Themognatha sanguineocincta
/home/nnoe/openup_images_source/Buprestidae/Themognatha spencei 41939cz44.jpg,true,Themognatha spencei
/home/nnoe/openup_images_source/Buprestidae/Themognatha suturalis 41945cz49.jpg,true,Themognatha suturalis
/home/nnoe/openup_images_source/Buprestidae/Themognatha tibialis 41950cz53.jpg,true,Themognatha tibialis
/home/nnoe/openup_images_source/Buprestidae/Themognatha tibialis 41954cz57.jpg,true,Themognatha tibialis
/home/nnoe/openup_images_source/Buprestidae/Thumbs.db,false
/home/nnoe/openup_images_source/Carabidae,false
/home/nnoe/openup_images_source/Carabidae/Anthia (Termophilum) crudelis 38839cz42.jpg,true,Anthia (Termophilum) crudelis
/home/nnoe/openup_images_source/Carabidae/Anthia (Termophilum) crudelis Harold 31796cz98.jpg,true,Anthia (Termophilum) crudelis Harold
/home/nnoe/openup_images_source/Carabidae/Anthia (Termophilum) decemguttata 31803cz06.jpg,true,Anthia (Termophilum) decemguttata
/home/nnoe/openup_images_source/Carabidae/Anthia (Termophilum) decemguttata 38791cz95.jpg,true,Anthia (Termophilum) decemguttata
/home/nnoe/openup_images_source/Carabidae/Anthia (Termophilum) decemguttata 38798cz12.jpg,true,Anthia (Termophilum) decemguttata
/home/nnoe/openup_images_source/Carabidae/Anthia (Termophilum) fornassini 38826cz30.jpg,true,Anthia (Termophilum) fornassini
/home/nnoe/openup_images_source/Carabidae/Anthia (Termophilum) galla 38821cz25.jpg,true,Anthia (Termophilum) galla
/home/nnoe/openup_images_source/Carabidae/Anthia (Termophilum) hildebrandti 38831cz34.jpg,true,Anthia (Termophilum) hildebrandti
/home/nnoe/openup_images_source/Carabidae/Anthia (Termophilum) homoplana 38835cz38.jpg,true,Anthia (Termophilum) homoplana
/home/nnoe/openup_images_source/Carabidae/Anthia (Termophilum) nimrod 31807cz10.jpg,true,Anthia (Termophilum) nimrod
/home/nnoe/openup_images_source/Carabidae/Anthia (Termophilum) nimrod 38817cz20.jpg,true,Anthia (Termophilum) nimrod
/home/nnoe/openup_images_source/Carabidae/Anthia (Termophilum) sulcata8843cz46.jpg,true,Anthia (Termophilum)
/home/nnoe/openup_images_source/Carabidae/Anthia cinctipennis 38912cz16.jpg,true,Anthia cinctipennis
/home/nnoe/openup_images_source/Carabidae/Anthia cinctipennis 38917cz21.jpg,true,Anthia cinctipennis
/home/nnoe/openup_images_source/Carabidae/Anthia circumscripta 38922cz24.jpg,true,Anthia circumscripta
/home/nnoe/openup_images_source/Carabidae/Anthia circumscripta 38925cz27.jpg,true,Anthia circumscripta
/home/nnoe/openup_images_source/Carabidae/Anthia lunea 38851cz55.jpg,true,Anthia lunea
/home/nnoe/openup_images_source/Carabidae/Anthia lunea 38867cz76 copie.jpg,true,Anthia lunea
/home/nnoe/openup_images_source/Carabidae/Anthia thoracica 38856cz61.jpg,true,Anthia thoracica
/home/nnoe/openup_images_source/Carabidae/Anthia thoracica 38862cz66.jpg,true,Anthia thoracica
/home/nnoe/openup_images_source/Carabidae/Archiplectes prometheus 37206cz10.jpg,true,Archiplectes prometheus
/home/nnoe/openup_images_source/Carabidae/Archiplectes retowskyi 37211cz14.jpg,true,Archiplectes retowskyi
/home/nnoe/openup_images_source/Carabidae/Archiplectes starcki 37215cz19.jpg,true,Archiplectes starcki
/home/nnoe/openup_images_source/Carabidae/Archiplectes starckianus theseus 37219cz23.jpg,true,Archiplectes starckianus theseus
/home/nnoe/openup_images_source/Carabidae/Baeoglossa villosa 38813cz16.jpg,true,Baeoglossa villosa
/home/nnoe/openup_images_source/Carabidae/Blaptosoma laeve 36154cz58.jpg,true,Blaptosoma laeve
/home/nnoe/openup_images_source/Carabidae/Blaptosoma viridisulcatus 36159cz64.jpg,true,Blaptosoma viridisulcatus
/home/nnoe/openup_images_source/Carabidae/Blaptosoma viridisulcatus 36165cz69.jpg,true,Blaptosoma viridisulcatus
/home/nnoe/openup_images_source/Carabidae/Calanthia nyassica 38928cz30.jpg,true,Calanthia nyassica
/home/nnoe/openup_images_source/Carabidae/Callisthenes adehinotus 36170cz75.jpg,true,Callisthenes adehinotus
/home/nnoe/openup_images_source/Carabidae/Callisthenes breviusculus 36176cz81.jpg,true,Callisthenes breviusculus
/home/nnoe/openup_images_source/Carabidae/Callisthenes elegans 36182cz86.jpg,true,Callisthenes elegans
/home/nnoe/openup_images_source/Carabidae/Callisthenes eversmanni 36191cz95.jpg,true,Callisthenes eversmanni
/home/nnoe/openup_images_source/Carabidae/Callisthenes marginatus 36196cz00.jpg,true,Callisthenes marginatus
/home/nnoe/openup_images_source/Carabidae/Callisthenes marginatus declivis 36187cz90.jpg,true,Callisthenes marginatus declivis
/home/nnoe/openup_images_source/Carabidae/Callisthenes panderi 36201cz05.JPG,false
/home/nnoe/openup_images_source/Carabidae/Callisthenes semenowi 36232CZ34.jpg,true,Callisthenes semenowi
/home/nnoe/openup_images_source/Carabidae/Callitropa externum 36263cz66.jpg,true,Callitropa externum
/home/nnoe/openup_images_source/Carabidae/Calodrepa aurocinctum 36235CZ38.jpg,true,Calodrepa aurocinctum
/home/nnoe/openup_images_source/Carabidae/Calosoma calidum 31742cz46.jpg,true,Calosoma calidum
/home/nnoe/openup_images_source/Carabidae/Calosoma procerus 6274cz77.jpg,true,Calosoma procerus
/home/nnoe/openup_images_source/Carabidae/Carabops jansseni 36270cz73.jpg,true,Carabops jansseni
/home/nnoe/openup_images_source/Carabidae/Carabosoma angulatum 36267cz69.jpg,true,Carabosoma angulatum
/home/nnoe/openup_images_source/Carabidae/Carabus abbreviatus 36353cz56.jpg,true,Carabus abbreviatus
/home/nnoe/openup_images_source/Carabidae/Carabus faustus 37043cz46.jpg,true,Carabus faustus
/home/nnoe/openup_images_source/Carabidae/Carabus faustus cabrerai 36357cz61.jpg,true,Carabus faustus cabrerai
/home/nnoe/openup_images_source/Carabidae/Carabus faustus cabrerai 37047cz50.jpg,true,Carabus faustus cabrerai
/home/nnoe/openup_images_source/Carabidae/Carabus obsoletus 37036cz42.jpg,true,Carabus obsoletus
/home/nnoe/openup_images_source/Carabidae/Carabus obsoletus 37060cz63.jpg,true,Carabus obsoletus
/home/nnoe/openup_images_source/Carabidae/Carabus pavlowskianus 37032cz34.jpg,true,Carabus pavlowskianus
/home/nnoe/openup_images_source/Carabidae/Carabus sternbergi 37028cz31.jpg,true,Carabus sternbergi
/home/nnoe/openup_images_source/Carabidae/Carabus ullrichi fastuosus 37051cz55.jpg,true,Carabus ullrichi fastuosus
/home/nnoe/openup_images_source/Carabidae/Carabus ullrichi glaucus 37056cz59.jpg,true,Carabus ullrichi glaucus
/home/nnoe/openup_images_source/Carabidae/Carenum optimum 8682cz87.JPG,false
/home/nnoe/openup_images_source/Carabidae/Catadromus lacordairei 38694cz96.jpg,true,Catadromus lacordairei
/home/nnoe/openup_images_source/Carabidae/Catadromus lacorderei 31845cz48.jpg,true,Catadromus lacorderei
/home/nnoe/openup_images_source/Carabidae/Ceratoferonia phylarchus 38697cz99.jpg,true,Ceratoferonia phylarchus
/home/nnoe/openup_images_source/Carabidae/Chilanthia cavernosa 38847cz50.jpg,true,Chilanthia cavernosa
/home/nnoe/openup_images_source/Carabidae/Coptolabrus elyssii 31757cz61.jpg,true,Coptolabrus elyssii
/home/nnoe/openup_images_source/Carabidae/Coptolabrus ignimetalla 31762cz66.jpg,true,Coptolabrus ignimetalla
/home/nnoe/openup_images_source/Carabidae/Coptolabrus lafossei buchi 37360cz64.jpg,true,Coptolabrus lafossei buchi
/home/nnoe/openup_images_source/Carabidae/Coptolabrus lafossei chikongchanensis 37349cz53.jpg,true,Coptolabrus lafossei chikongchanensis
/home/nnoe/openup_images_source/Carabidae/Coptolabrus lafossei viridicollis 37354.jpg,true,Coptolabrus lafossei viridicollis
/home/nnoe/openup_images_source/Carabidae/Coptolabrus smaragdinus tyranus 37365cz69.jpg,true,Coptolabrus smaragdinus tyranus
/home/nnoe/openup_images_source/Carabidae/Craspedophorus zambesianus 31790cz95.jpg,true,Craspedophorus zambesianus
/home/nnoe/openup_images_source/Carabidae/Cratocephalus balassogloi 37167.jpg,true,Cratocephalus balassogloi
/home/nnoe/openup_images_source/Carabidae/Cratocephalus solskyi 37171cz76.jpg,true,Cratocephalus solskyi
/home/nnoe/openup_images_source/Carabidae/Ctenosta senegalense 36278cz82.jpg,true,Ctenosta senegalense
/home/nnoe/openup_images_source/Carabidae/Eccoptoptera cupricollis 38877cz92.jpg,true,Eccoptoptera cupricollis
/home/nnoe/openup_images_source/Carabidae/Eccoptoptera cupricollis 38893cz05 copie.jpg,true,Eccoptoptera cupricollis
/home/nnoe/openup_images_source/Carabidae/Eccoptoptera cupricollis 38906cz11.jpg,true,Eccoptoptera cupricollis
/home/nnoe/openup_images_source/Carabidae/Eccoptoptera mutilloides 31811cz17.jpg,true,Eccoptoptera mutilloides
/home/nnoe/openup_images_source/Carabidae/Enceladus gigas 31767cz70.jpg,true,Enceladus gigas
/home/nnoe/openup_images_source/Carabidae/Endromius acutipennis 31849cz53.JPG,false
/home/nnoe/openup_images_source/Carabidae/Endromius opacus 31837cz40.jpg,true,Endromius opacus
/home/nnoe/openup_images_source/Carabidae/Eucamptognathus laferti 31829cz32.jpg,true,Eucamptognathus laferti
/home/nnoe/openup_images_source/Carabidae/Eudema angulatus 38754cz59.jpg,true,Eudema angulatus
/home/nnoe/openup_images_source/Carabidae/Eudema chevalieri 38749cz53 copie.jpg,true,Eudema chevalieri
/home/nnoe/openup_images_source/Carabidae/Eudema decorsei 38760cz65.jpg,true,Eudema decorsei
/home/nnoe/openup_images_source/Carabidae/Eupachys glyptopterus 31752cz56.jpg,true,Eupachys glyptopterus
/home/nnoe/openup_images_source/Carabidae/Eurycarabus famini lucasi 37064cz69.jpg,true,Eurycarabus famini lucasi
/home/nnoe/openup_images_source/Carabidae/Eurycarabus famini numidus 37070cz74.jpg,true,Eurycarabus famini numidus
/home/nnoe/openup_images_source/Carabidae/Euryscaphus waterhousei 38775cz81.jpg,true,Euryscaphus waterhousei
/home/nnoe/openup_images_source/Carabidae/Gigadema titanum 38931cz33.JPG,false
/home/nnoe/openup_images_source/Carabidae/Graphipterus cicindeloides 31818cz22.jpg,true,Graphipterus cicindeloides
/home/nnoe/openup_images_source/Carabidae/Graphipterus neavei 38776cz80.JPG,false
/home/nnoe/openup_images_source/Carabidae/Graphipterus obsoletus 38766cz71.jpg,true,Graphipterus obsoletus
/home/nnoe/openup_images_source/Carabidae/Graphipterus serrator 31823cz28.jpg,true,Graphipterus serrator
/home/nnoe/openup_images_source/Carabidae/Graphipterus serrator lepeletieri 38781cz85.jpg,true,Graphipterus serrator lepeletieri
/home/nnoe/openup_images_source/Carabidae/Graphipterus serrator valdani 38772cz75.jpg,true,Graphipterus serrator valdani
/home/nnoe/openup_images_source/Carabidae/Graphipterus trilineatus trivittatus 38786cz90.jpg,true,Graphipterus trilineatus trivittatus
/home/nnoe/openup_images_source/Carabidae/Haplothorax burchelli 36147cz53.JPG,false
/home/nnoe/openup_images_source/Carabidae/Hyperion schroeteri 38709cz11.jpg,true,Hyperion schroeteri
/home/nnoe/openup_images_source/Carabidae/Hyperion schroeteri 38712cz24.jpg,true,Hyperion schroeteri
/home/nnoe/openup_images_source/Carabidae/Imaibius barysomus 37270cz75.jpg,true,Imaibius barysomus
/home/nnoe/openup_images_source/Carabidae/Imaibius barysomus 37276cz88.jpg,true,Imaibius barysomus
/home/nnoe/openup_images_source/Carabidae/Imaibius barysomus 37332cz37.jpg,true,Imaibius barysomus
/home/nnoe/openup_images_source/Carabidae/Imaibius cahsmirensis 37289cz94.jpg,true,Imaibius cahsmirensis
/home/nnoe/openup_images_source/Carabidae/Imaibius dardiellus klägeri 37295cz99.jpg,true,Imaibius dardiellus klägeri
/home/nnoe/openup_images_source/Carabidae/Imaibius stoliczkanus 37300cz04.jpg,true,Imaibius stoliczkanus
/home/nnoe/openup_images_source/Carabidae/Ischnocarabus cyclopalpus 37159cz62.jpg,true,Ischnocarabus cyclopalpus
/home/nnoe/openup_images_source/Carabidae/Ischnocarabus cyclopalpus 37163cz66.jpg,true,Ischnocarabus cyclopalpus
/home/nnoe/openup_images_source/Carabidae/Isiocarabus fiduciarius 36349cz52.jpg,true,Isiocarabus fiduciarius
/home/nnoe/openup_images_source/Carabidae/Lipaster stjernvalli 37146cz50.jpg,true,Lipaster stjernvalli
/home/nnoe/openup_images_source/Carabidae/Lipaster stjernvalli humboldti 37151cz54.jpg,true,Lipaster stjernvalli humboldti
/home/nnoe/openup_images_source/Carabidae/Macrothorax morbillosus oranicus  37324cz31.jpg,true,Macrothorax morbillosus oranicus
/home/nnoe/openup_images_source/Carabidae/Macrothorax planatus 37370cz74.jpg,true,Macrothorax planatus
/home/nnoe/openup_images_source/Carabidae/Mecynognathus damlli  38738cz43.jpg,true,Mecynognathus damlli
/home/nnoe/openup_images_source/Carabidae/Mecynognathus damlli 38738cz43.jpg,true,Mecynognathus damlli
/home/nnoe/openup_images_source/Carabidae/Megodontus exaratus prahwei 37177cz81 copie.jpg,true,Megodontus exaratus prahwei
/home/nnoe/openup_images_source/Carabidae/Megodontus persianus 37264cz69.jpg,true,Megodontus persianus
