unitid,format,licenseuri,fileuri,scientificname,typifiedname,family,subfamily,genus,species,subspecies,zoogeoregion,countrycode,country,province,station,eventdate,view
3817,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3817.jpg,Proagoderus mouhoti,Proagoderus mouhoti,Scarabaeidae,Scarabaeinae,Proagoderus,mouhoti,,OL,KH,Cambodia,,,,Dorsal
3818,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3818.jpg,Proagoderus multicornis,Proagoderus multicornis,Scarabaeidae,Scarabaeinae,Proagoderus,multicornis,,AT,CD,"Congo, The Democratic Republic of the",Orientale,Bambesa,28/06/1938,Dorsal
3819,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3819.jpg,Proagoderus multicornis,Proagoderus multicornis,Scarabaeidae,Scarabaeinae,Proagoderus,multicornis,,AT,CD,"Congo, The Democratic Republic of the",Orientale,Bambesa,28/06/1938,Lateral
3820,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3820.jpg,Proagoderus multicornis,Proagoderus multicornis,Scarabaeidae,Scarabaeinae,Proagoderus,multicornis,,AT,CD,"Congo, The Democratic Republic of the",Orientale,Bambesa,28/06/1938,Lateral
3821,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3821.jpg,Proagoderus multicornis,Proagoderus multicornis,Scarabaeidae,Scarabaeinae,Proagoderus,multicornis,,AT,CD,"Congo, The Democratic Republic of the",Orientale,Bambesa,28/06/1938,Frontal
3822,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3822.jpg,Proagoderus overlaeti,Proagoderus overlaeti,Scarabaeidae,Scarabaeinae,Proagoderus,overlaeti,,AT,CD,"Congo, The Democratic Republic of the",Lulua,Tshipaza,03/1934,Dorsal
3823,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3823.jpg,Proagoderus overlaeti,Proagoderus overlaeti,Scarabaeidae,Scarabaeinae,Proagoderus,overlaeti,,AT,CD,"Congo, The Democratic Republic of the",Lulua,Tshipaza,03/1934,Lateral
3824,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3824.jpg,Proagoderus overlaeti,Proagoderus overlaeti,Scarabaeidae,Scarabaeinae,Proagoderus,overlaeti,,AT,CD,"Congo, The Democratic Republic of the",Lulua,Tshipaza,03/1934,Frontal
3825,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3825.jpg,Proagoderus overlaeti,Proagoderus overlaeti,Scarabaeidae,Scarabaeinae,Proagoderus,overlaeti,,AT,CD,"Congo, The Democratic Republic of the",Lulua,Tshipaza,03/1934,Dorsal
3826,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3826.jpg,Proagoderus prostans,Proagoderus prostans,Scarabaeidae,Scarabaeinae,Proagoderus,prostans,,AT,ET,Ethiopia,,Harar,1912,Dorsal
3827,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3827.jpg,Proagoderus prostans,Proagoderus prostans,Scarabaeidae,Scarabaeinae,Proagoderus,prostans,,AT,ET,Ethiopia,,Harar,1912,Frontal
3828,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3828.jpg,Proagoderus prostans,Proagoderus prostans,Scarabaeidae,Scarabaeinae,Proagoderus,prostans,,AT,ET,Ethiopia,,Harar,1912,Dorsal
3829,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3829.jpg,Proagoderus prostans,Proagoderus prostans,Scarabaeidae,Scarabaeinae,Proagoderus,prostans,,AT,ET,Ethiopia,,Harar,1912,Lateral
3830,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3830.jpg,Proagoderus quadrispinosus,Proagoderus quadrispinosus,Scarabaeidae,Scarabaeinae,Proagoderus,quadrispinosus,,AT,CD,"Congo, The Democratic Republic of the",Orientale,,06/1895,Dorsal
3831,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3831.jpg,Proagoderus quadrispinosus,Proagoderus quadrispinosus,Scarabaeidae,Scarabaeinae,Proagoderus,quadrispinosus,,AT,CD,"Congo, The Democratic Republic of the",Orientale,,06/1895,Lateral
3832,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3832.jpg,Proagoderus quadrispinosus,Proagoderus quadrispinosus,Scarabaeidae,Scarabaeinae,Proagoderus,quadrispinosus,,AT,CD,"Congo, The Democratic Republic of the",Orientale,,06/1895,Frontal
3833,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3833.jpg,Proagoderus quadrispinosus,Proagoderus quadrispinosus,Scarabaeidae,Scarabaeinae,Proagoderus,quadrispinosus,,AT,CD,"Congo, The Democratic Republic of the",Orientale,,06/1895,Dorsal
3834,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3834.jpg,Proagoderus ramosicornis,Proagoderus ramosicornis,Scarabaeidae,Scarabaeinae,Proagoderus,ramosicornis,,AT,TZ,"Tanzania, United Republic of ",,Luitpoldkette,,Dorsal
3835,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3835.jpg,Proagoderus ramosicornis,Proagoderus ramosicornis,Scarabaeidae,Scarabaeinae,Proagoderus,ramosicornis,,AT,TZ,"Tanzania, United Republic of ",,Luitpoldkette,,Lateral
3836,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3836.jpg,Proagoderus ramosicornis,Proagoderus ramosicornis,Scarabaeidae,Scarabaeinae,Proagoderus,ramosicornis,,AT,TZ,"Tanzania, United Republic of ",,Luitpoldkette,,Frontal
3837,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3837.jpg,Proagoderus ramosicornis,Proagoderus ramosicornis,Scarabaeidae,Scarabaeinae,Proagoderus,ramosicornis,,AT,TZ,"Tanzania, United Republic of ",,Luitpoldkette,,Lateral
3839,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3839.jpg,Proagoderus rangifer,Proagoderus rangifer,Scarabaeidae,Scarabaeinae,Proagoderus,rangifer,,AT,ZW,Zimbabwe,,,,Dorsal
3840,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3840.jpg,Proagoderus rangifer,Proagoderus rangifer,Scarabaeidae,Scarabaeinae,Proagoderus,rangifer,,AT,ZW,Zimbabwe,,,,Lateral
3841,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3841.jpg,Proagoderus rangifer,Proagoderus rangifer,Scarabaeidae,Scarabaeinae,Proagoderus,rangifer,,AT,ZW,Zimbabwe,,,,Frontal
3842,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3842.jpg,Proagoderus rangifer,Proagoderus rangifer,Scarabaeidae,Scarabaeinae,Proagoderus,rangifer,,AT,ZW,Zimbabwe,,,,Lateral
3843,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3843.jpg,Proagoderus rangifer,Proagoderus rangifer,Scarabaeidae,Scarabaeinae,Proagoderus,rangifer,,AT,ZW,Zimbabwe,,,,Lateral
3845,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3845.jpg,Proagoderus rangifer,Proagoderus rangifer,Scarabaeidae,Scarabaeinae,Proagoderus,rangifer,,AT,ZW,Zimbabwe,,Victoria Falls (Zambezi River),,Dorsal
3846,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3846.jpg,Proagoderus rangifer,Proagoderus rangifer,Scarabaeidae,Scarabaeinae,Proagoderus,rangifer,,AT,ZW,Zimbabwe,,,18/01/1906,Dorsal
3847,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3847.jpg,Proagoderus rangifer,Proagoderus rangifer,Scarabaeidae,Scarabaeinae,Proagoderus,rangifer,,AT,ZW,Zimbabwe,,Victoria Falls (Zambezi River),,Frontal
3850,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3850.jpg,Proagoderus schwaneri,Proagoderus schwaneri,Scarabaeidae,Scarabaeinae,Proagoderus,schwaneri,,OL,ID,Indonesia,Borneo,,,Dorsal
3851,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3851.jpg,Proagoderus schwaneri,Proagoderus schwaneri,Scarabaeidae,Scarabaeinae,Proagoderus,schwaneri,,OL,ID,Indonesia,Borneo,,,Lateral
3853,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3853.jpg,Proagoderus sexcornutus,Proagoderus sexcornutus,Scarabaeidae,Scarabaeinae,Proagoderus,sexcornutus,,AT,KE,Kenya,,Nairobi,,Dorsal
3854,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3854.jpg,Proagoderus sexcornutus,Proagoderus sexcornutus,Scarabaeidae,Scarabaeinae,Proagoderus,sexcornutus,,AT,KE,Kenya,,Nairobi,,Lateral
3855,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3855.jpg,Proagoderus sexcornutus,Proagoderus sexcornutus,Scarabaeidae,Scarabaeinae,Proagoderus,sexcornutus,,AT,KE,Kenya,,Nairobi,,Lateral
3856,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3856.jpg,Proagoderus sexcornutus,Proagoderus sexcornutus,Scarabaeidae,Scarabaeinae,Proagoderus,sexcornutus,,AT,KE,Kenya,,Nairobi,,Dorsal
3857,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3857.jpg,Proagoderus victor,Proagoderus victor,Scarabaeidae,Scarabaeinae,Proagoderus,victor,,OL,ID,Indonesia,Java,,,Dorsal
3858,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3858.jpg,Proagoderus victor,Proagoderus victor,Scarabaeidae,Scarabaeinae,Proagoderus,victor,,OL,ID,Indonesia,Java,,,Lateral
3859,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3859.jpg,Proagoderus victor,Proagoderus victor,Scarabaeidae,Scarabaeinae,Proagoderus,victor,,OL,ID,Indonesia,Java,,,Frontal
3860,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3860.jpg,Proagoderus victor,Proagoderus victor,Scarabaeidae,Scarabaeinae,Proagoderus,victor,,OL,ID,Indonesia,Java,,,Lateral Head
3861,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3861.jpg,Proagoderus yvescamberforti,Proagoderus yvescamberforti,Scarabaeidae,Scarabaeinae,Proagoderus,yvescamberforti,,AT,CI,Côte d'Ivoire ,,Comoé,09/1999,Dorsal
3862,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3862.jpg,Proagoderus yvescamberforti,Proagoderus yvescamberforti,Scarabaeidae,Scarabaeinae,Proagoderus,yvescamberforti,,AT,CI,Côte d'Ivoire ,,Comoé,09/1999,Lateral
3863,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3863.jpg,Proagoderus yvescamberforti,Proagoderus yvescamberforti,Scarabaeidae,Scarabaeinae,Proagoderus,yvescamberforti,,AT,CI,Côte d'Ivoire ,,Comoé,09/1999,Frontal
3864,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3864.jpg,Proagoderus yvescamberforti,Proagoderus yvescamberforti,Scarabaeidae,Scarabaeinae,Proagoderus,yvescamberforti,,AT,CI,Côte d'Ivoire ,,Comoé,09/1999,Dorsal
3865,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3865.jpg,Proagoderus yvescamberforti,Proagoderus yvescamberforti,Scarabaeidae,Scarabaeinae,Proagoderus,yvescamberforti,,AT,CI,Côte d'Ivoire ,,Comoé,09/1999,Frontal
3866,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3866.jpg,Coprophanaeus bellicosus,Coprophanaeus bellicosus,Scarabaeidae,Scarabaeinae,Coprophanaeus,bellicosus,,NT,BR,Brazil,,,,Dorsal
3867,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3867.jpg,Coprophanaeus bellicosus,Coprophanaeus bellicosus,Scarabaeidae,Scarabaeinae,Coprophanaeus,bellicosus,,NT,BR,Brazil,,,,Lateral
3868,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3868.jpg,Coprophanaeus bellicosus,Coprophanaeus bellicosus,Scarabaeidae,Scarabaeinae,Coprophanaeus,bellicosus,,NT,BR,Brazil,,,,Frontal
3869,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3869.jpg,Coprophanaeus bellicosus,Coprophanaeus bellicosus,Scarabaeidae,Scarabaeinae,Coprophanaeus,bellicosus,,NT,BR,Brazil,,,,Dorsal
3870,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3870.jpg,Coprophanaeus bellicosus,Coprophanaeus bellicosus,Scarabaeidae,Scarabaeinae,Coprophanaeus,bellicosus,,NT,BR,Brazil,,,,Lateral Head
3871,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3871.jpg,Coprophanaeus bellicosus,Coprophanaeus bellicosus,Scarabaeidae,Scarabaeinae,Coprophanaeus,bellicosus,,NT,BR,Brazil,,,,Frontal
3872,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3872.jpg,Coprophanaeus dardanus,Coprophanaeus dardanus,Scarabaeidae,Scarabaeinae,Coprophanaeus,dardanus,,NT,GF,French Guiana,,Cayenne,,Dorsal
3873,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3873.jpg,Coprophanaeus dardanus,Coprophanaeus dardanus,Scarabaeidae,Scarabaeinae,Coprophanaeus,dardanus,,NT,GF,French Guiana,,Cayenne,,Lateral
3874,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3874.jpg,Coprophanaeus dardanus,Coprophanaeus dardanus,Scarabaeidae,Scarabaeinae,Coprophanaeus,dardanus,,NT,GF,French Guiana,,Cayenne,,Frontal
3875,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3875.jpg,Coprophanaeus dardanus,Coprophanaeus dardanus,Scarabaeidae,Scarabaeinae,Coprophanaeus,dardanus,,NT,BR,Brazil,Espírito Santo ,,,Dorsal
3876,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3876.jpg,Coprophanaeus dardanus,Coprophanaeus dardanus,Scarabaeidae,Scarabaeinae,Coprophanaeus,dardanus,,NT,BR,Brazil,Espírito Santo ,,,Lateral
3877,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3877.jpg,Coprophanaeus dardanus,Coprophanaeus dardanus,Scarabaeidae,Scarabaeinae,Coprophanaeus,dardanus,,NT,BR,Brazil,Espírito Santo ,,,Frontal
3878,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3878.jpg,Diabroctis cadmus,Diabroctis cadmus,Scarabaeidae,Scarabaeinae,Diabroctis,cadmus,,NT,CO,Colombia,,,,Dorsal
3879,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3879.jpg,Diabroctis cadmus,Diabroctis cadmus,Scarabaeidae,Scarabaeinae,Diabroctis,cadmus,,NT,CO,Colombia,,,,Lateral
3880,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3880.jpg,Diabroctis cadmus,Diabroctis cadmus,Scarabaeidae,Scarabaeinae,Diabroctis,cadmus,,NT,CO,Colombia,,,,Frontal
3881,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3881.jpg,Diabroctis cadmus,Diabroctis cadmus,Scarabaeidae,Scarabaeinae,Diabroctis,cadmus,,NT,CO,Colombia,,,,Dorsal
3882,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3882.jpg,Diabroctis cadmus,Diabroctis cadmus,Scarabaeidae,Scarabaeinae,Diabroctis,cadmus,,NT,CO,Colombia,,,,Lateral
3883,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3883.jpg,Diabroctis cadmus,Diabroctis cadmus,Scarabaeidae,Scarabaeinae,Diabroctis,cadmus,,NT,CO,Colombia,,,,Frontal
3884,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3884.jpg,Diabroctis mimas,Diabroctis mimas,Scarabaeidae,Scarabaeinae,Diabroctis,mimas,,NT,BR,Brazil,Pará ,Rio Trombetas ,,Dorsal
3953,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3953.jpg,Phanaeus adonis,Phanaeus adonis,Scarabaeidae,Scarabaeinae,Phanaeus,adonis,,NT,MX,Mexico,,,,Frontal
3885,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3885.jpg,Diabroctis mimas,Diabroctis mimas,Scarabaeidae,Scarabaeinae,Diabroctis,mimas,,NT,BR,Brazil,Pará ,Rio Trombetas ,,Frontal
3886,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3886.jpg,Diabroctis mimas,Diabroctis mimas,Scarabaeidae,Scarabaeinae,Diabroctis,mimas,,NT,BR,Brazil,Pará ,Rio Trombetas ,,Lateral
3887,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3887.jpg,Diabroctis mimas,Diabroctis mimas,Scarabaeidae,Scarabaeinae,Diabroctis,mimas,,NT,BR,Brazil,Pará ,Rio Trombetas ,,Dorsal
3888,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3888.jpg,Diabroctis mimas,Diabroctis mimas,Scarabaeidae,Scarabaeinae,Diabroctis,mimas,,NT,BR,Brazil,Pará ,Rio Trombetas ,,Lateral
3889,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3889.jpg,Diabroctis mimas,Diabroctis mimas,Scarabaeidae,Scarabaeinae,Diabroctis,mimas,,NT,BR,Brazil,Pará ,Rio Trombetas ,,Frontal
3890,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3890.jpg,Megaphanaeus bonariensis,Megaphanaeus bonariensis,Scarabaeidae,Scarabaeinae,Megaphanaeus,bonariensis,,NT,BR,Brazil,Pernambuco ,Buenos Aires ,,Dorsal
3891,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3891.jpg,Megaphanaeus bonariensis,Megaphanaeus bonariensis,Scarabaeidae,Scarabaeinae,Megaphanaeus,bonariensis,,NT,BR,Brazil,Pernambuco ,Buenos Aires ,,Lateral
3892,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3892.jpg,Megaphanaeus bonariensis,Megaphanaeus bonariensis,Scarabaeidae,Scarabaeinae,Megaphanaeus,bonariensis,,NT,BR,Brazil,Pernambuco ,Buenos Aires ,,Frontal
3896,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3896.jpg,Megaphanaeus bonariensis,Megaphanaeus bonariensis,Scarabaeidae,Scarabaeinae,Megaphanaeus,bonariensis,,NT,AR,Argentina,Santa Fe ,Helvecia,,Dorsal
3897,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3897.jpg,Megaphanaeus bonariensis,Megaphanaeus bonariensis,Scarabaeidae,Scarabaeinae,Megaphanaeus,bonariensis,,NT,AR,Argentina,Santa Fe ,Helvecia,,Lateral
3898,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3898.jpg,Megaphanaeus bonariensis,Megaphanaeus bonariensis,Scarabaeidae,Scarabaeinae,Megaphanaeus,bonariensis,,NT,AR,Argentina,Santa Fe ,Helvecia,,Frontal
3899,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3899.jpg,Megaphanaeus lancifer,Megaphanaeus lancifer,Scarabaeidae,Scarabaeinae,Megaphanaeus,lancifer,,NT,BR,Brazil,,,,Dorsal
3900,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3900.jpg,Megaphanaeus lancifer,Megaphanaeus lancifer,Scarabaeidae,Scarabaeinae,Megaphanaeus,lancifer,,NT,BR,Brazil,,,,Lateral
3901,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3901.jpg,Megaphanaeus lancifer,Megaphanaeus lancifer,Scarabaeidae,Scarabaeinae,Megaphanaeus,lancifer,,NT,BR,Brazil,,,,Frontal
3902,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3902.jpg,Megaphanaeus lancifer,Megaphanaeus lancifer,Scarabaeidae,Scarabaeinae,Megaphanaeus,lancifer,,NT,GF,French Guiana,Saint-Laurent-du-Maroni ,"Saül, Mont Galbao",26/06/2000,Dorsal
3903,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3903.jpg,Megaphanaeus lancifer,Megaphanaeus lancifer,Scarabaeidae,Scarabaeinae,Megaphanaeus,lancifer,,NT,GF,French Guiana,Saint-Laurent-du-Maroni ,"Saül, Mont Galbao",26/06/2000,Lateral Head
3904,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3904.jpg,Megaphanaeus lancifer,Megaphanaeus lancifer,Scarabaeidae,Scarabaeinae,Megaphanaeus,lancifer,,NT,GF,French Guiana,Saint-Laurent-du-Maroni ,"Saül, Mont Galbao",26/06/2000,Ventral
3905,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3905.jpg,Megaphanaeus lancifer,Megaphanaeus lancifer,Scarabaeidae,Scarabaeinae,Megaphanaeus,lancifer,,NT,GF,French Guiana,Saint-Laurent-du-Maroni ,"Saül, Mont Galbao",26/06/2000,Frontal
3906,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3906.jpg,Megaphanaeus lancifer,Megaphanaeus lancifer,Scarabaeidae,Scarabaeinae,Megaphanaeus,lancifer,,NT,GF,French Guiana,Saint-Laurent-du-Maroni ,"Saül, Mont Galbao",26/06/2000,Lateral Head
3910,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3910.jpg,Metalophanaeus saphirinus chabrillaci,Metalophanaeus saphirinus chabrillaci,Scarabaeidae,Scarabaeinae,Metalophanaeus,saphirinus,chabrillaci,NT,,,,,,Dorsal
3911,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3911.jpg,Metalophanaeus saphirinus chabrillaci,Metalophanaeus saphirinus chabrillaci,Scarabaeidae,Scarabaeinae,Metalophanaeus,saphirinus,chabrillaci,NT,,,,,,Lateral
3912,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3912.jpg,Metalophanaeus saphirinus chabrillaci,Metalophanaeus saphirinus chabrillaci,Scarabaeidae,Scarabaeinae,Metalophanaeus,saphirinus,chabrillaci,NT,,,,,,Frontal
3913,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3913.jpg,Metalophanaeus saphirinus chabrillaci,Metalophanaeus saphirinus chabrillaci,Scarabaeidae,Scarabaeinae,Metalophanaeus,saphirinus,chabrillaci,NT,,,,,,Dorsal
3914,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3914.jpg,Metalophanaeus saphirinus chabrillaci,Metalophanaeus saphirinus chabrillaci,Scarabaeidae,Scarabaeinae,Metalophanaeus,saphirinus,chabrillaci,NT,,,,,,Frontal
3915,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3915.jpg,Metlalophanaeus saphirinus chabrillaci,Metlalophanaeus saphirinus chabrillaci,Scarabaeidae,Scarabaeinae,Metlalophanaeus,saphirinus,chabrillaci,NT,,,,,,Lateral
3919,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3919.jpg,Oxysternon festivum,Oxysternon festivum,Scarabaeidae,Scarabaeinae,Oxysternon,festivum,,NT,GF,French Guiana,,Cayenne,,Dorsal
3920,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3920.jpg,Oxysternon festivum,Oxysternon festivum,Scarabaeidae,Scarabaeinae,Oxysternon,festivum,,NT,GF,French Guiana,,Cayenne,,Lateral Head
3921,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3921.jpg,Oxysternon festivum,Oxysternon festivum,Scarabaeidae,Scarabaeinae,Oxysternon,festivum,,NT,GF,French Guiana,,Cayenne,,Frontal
3923,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3923.jpg,Oxysternon festivum,Oxysternon festivum,Scarabaeidae,Scarabaeinae,Oxysternon,festivum,,NT,GF,French Guiana,,,,Dorsal
3924,image/jpeg,http://creativecommons.org/licenses/by-sa/3.0/,http://projects.biodiversity.be/openup/rbins/3924.jpg,Oxysternon festivum,Oxysternon festivum,Scarabaeidae,Scarabaeinae,Oxysternon,festivum,,NT,GF,French Guiana,,,,Frontal
